REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,id
1265,Arabica,North America,Guatemala,2011.0,01/02/13,Bourbon,,Washed / Wet,6.17,6.5,6.5,7.17,7.0,6.83,10.0,10.0,10.0,0.11,0,0,5,GTM
1266,Arabica,North America,United States,2014.0,03/18/15,Hawaiian Kona,Green,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,0.0,0,0,0,USA
1267,Arabica,North America,United States,2013.0,01/20/15,,Bluish-Green,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,8.0,0.0,0,0,3,USA
1268,Arabica,North America,Mexico,2012.0,09/17/13,Typica,,Washed / Wet,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,0.16,0,2,4,MEX
1269,Arabica,Asia,Indonesia,2011.0,01/17/13,Other,,Natural / Dry,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,0.12,0,4,26,IDN
1270,Arabica,North America,Mexico,2012.0,09/10/13,Bourbon,Green,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,0.12,0,0,12,MEX
1271,Arabica,North America,Honduras,2014.0,05/15/15,Pacas,Green,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,0.11,0,0,7,HND
1272,Arabica,Asia,Philippines,2012.0,05/14/14,,Green,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7.0,9.33,10.0,9.33,0.12,0,0,2,PHL
1273,Arabica,South America,Brazil,2017.0,10/27/18,,Green,Natural / Dry,7.17,7.0,6.83,7.5,7.17,7.0,8.0,8.0,10.0,0.11,1,0,6,BRA
1274,Arabica,North America,Guatemala,2012.0,07/09/13,Bourbon,Green,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,0.11,0,0,15,GTM
1275,Arabica,North America,Guatemala,2012.0,01/05/13,Bourbon,,Washed / Wet,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,10.0,0.12,0,0,10,GTM
1276,Arabica,North America,Mexico,2012.0,09/12/13,Pacamara,Green,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,0.11,0,4,20,MEX
1277,Arabica,North America,Mexico,2012.0,09/12/13,Mundo Novo,Green,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,0.11,0,0,20,MEX
1278,Arabica,North America,Mexico,2012.0,06/06/13,Other,,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10.0,6.67,10.0,0.12,0,0,8,MEX
1279,Arabica,North America,Mexico,2012.0,03/05/13,Typica,Bluish-Green,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,0.13,0,23,29,MEX
1280,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,0.14,0,15,7,MEX
1281,Arabica,North America,Mexico,2012.0,09/13/13,Typica,,Washed / Wet,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,0.17,0,0,6,MEX
1282,Arabica,North America,Mexico,2012.0,08/01/13,Typica,Green,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,0.12,0,0,30,MEX
1283,Arabica,North America,Guatemala,2012.0,01/08/13,Bourbon,,Washed / Wet,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,10.0,0.11,0,0,8,GTM
1284,Arabica,North America,Guatemala,2012.0,01/04/13,Bourbon,,Washed / Wet,6.75,6.67,6.17,7.17,7.0,6.58,8.0,10.0,10.0,0.11,0,0,10,GTM
1285,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,0.12,0,0,7,MEX
1286,Arabica,North America,United States,2014.0,03/13/15,Hawaiian Kona,Blue-Green,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,0.0,0,1,2,USA
1287,Arabica,North America,Guatemala,2013.0,06/06/14,Bourbon,Green,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,0.11,0,1,1,GTM
1288,Arabica,North America,Mexico,2012.0,09/10/13,Typica,Green,Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,0.14,0,3,11,MEX
1289,Arabica,North America,Mexico,2012.0,09/17/13,Typica,,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,0.13,0,0,27,MEX
1290,Arabica,North America,Mexico,2012.0,08/01/13,Typica,Green,Washed / Wet,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,0.12,0,0,19,MEX
1291,Arabica,North America,United States,2012.0,04/06/13,Hawaiian Kona,,Natural / Dry,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,0.0,0,9,17,USA
1292,Arabica,South America,Brazil,2016.0,12/27/16,,Green,,7.25,6.58,6.58,7.0,7.0,6.42,8.0,8.0,10.0,0.11,1,0,0,BRA
1293,Arabica,North America,Honduras,2014.0,04/26/15,Pacas,Green,Washed / Wet,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,0.11,0,1,16,HND
1294,Arabica,North America,Mexico,2014.0,05/08/15,Typica,,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,8.0,0.0,0,1,1,MEX
1295,Arabica,South America,Colombia,2013.0,03/03/15,,Bluish-Green,Natural / Dry,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,0.0,0,0,15,COL
1296,Arabica,North America,United States,2014.0,03/10/15,Hawaiian Kona,Green,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,0.11,0,5,9,USA
1297,Arabica,North America,Haiti,2010.0,08/22/12,,,,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,0.08,0,1,0,HTI
1298,Arabica,North America,Costa Rica,2014.0,02/03/16,Caturra,Green,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,0.11,0,0,7,CRI
1299,Arabica,North America,Mexico,2012.0,09/10/13,Mundo Novo,Green,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,0.12,0,4,24,MEX
1300,Arabica,North America,Mexico,2012.0,07/11/13,Bourbon,Green,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,0.11,0,0,0,MEX
1301,Arabica,North America,Mexico,2014.0,05/05/15,Typica,Green,Washed / Wet,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,0.12,0,0,1,MEX
1302,Arabica,South America,Brazil,2017.0,10/27/18,,Green,Natural / Dry,7.0,7.0,6.83,7.0,7.33,6.83,6.0,6.0,10.0,0.11,1,0,55,BRA
1303,Arabica,North America,Honduras,2014.0,05/15/15,Catuai,Green,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,0.1,0,0,4,HND
1304,Arabica,North America,Honduras,2014.0,05/15/15,Catuai,Green,Washed / Wet,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,0.1,0,0,3,HND
1305,Arabica,North America,Honduras,2014.0,05/15/15,Catuai,Green,Washed / Wet,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,0.1,0,0,4,HND
1306,Arabica,North America,Mexico,2012.0,09/17/13,Bourbon,,Washed / Wet,7.08,6.83,6.25,7.42,7.25,6.75,10.0,0.0,10.0,0.11,0,0,20,MEX
1307,Arabica,North America,Haiti,2012.0,05/24/13,Typica,Blue-Green,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,0.14,0,8,16,HTI
1308,Arabica,North America,Nicaragua,2016.0,06/06/18,Caturra,Green,Other,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,0.13,0,1,5,NIC
1309,Arabica,North America,Guatemala,2012.0,05/24/13,Catuai,Green,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,1.33,0.1,0,0,4,GTM
1310,Arabica,North America,Honduras,2017.0,04/28/18,Caturra,Green,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0,0,2,HND
1311,Robusta,Africa,Uganda,2013.0,06/26/15,,Green,,7.83,8.08,7.75,7.92,8.25,7.92,10.0,10.0,8.0,0.12,0,0,2,UGA
1312,Robusta,Asia,India,2017.0,10/31/18,,,Washed / Wet,8.0,7.75,7.92,8.0,7.92,7.92,10.0,10.0,8.0,0.0,0,0,2,IND
1313,Robusta,Asia,India,2015.0,04/29/16,,Green,,7.92,7.83,7.92,8.0,7.83,7.92,10.0,10.0,7.83,0.0,0,0,0,IND
1314,Robusta,Africa,Uganda,2013.0,07/14/15,,Green,,8.0,7.92,7.92,7.75,7.83,7.75,10.0,10.0,7.75,0.12,0,0,7,UGA
1315,Robusta,Africa,Uganda,2013.0,06/26/15,,Green,,8.33,7.83,7.83,7.75,8.25,7.75,10.0,10.0,7.58,0.12,0,0,3,UGA
1316,Robusta,Asia,India,2012.0,02/28/13,,Green,,8.0,7.92,7.67,8.0,7.75,7.92,10.0,10.0,7.75,0.0,0,0,0,IND
1317,Robusta,Asia,India,2014.0,05/15/15,,Green,,7.67,7.75,7.83,7.83,7.92,7.75,10.0,10.0,8.0,0.0,0,0,0,IND
1318,Robusta,Asia,India,2017.0,10/25/18,,Bluish-Green,Washed / Wet,7.67,7.75,7.83,7.67,7.92,7.83,10.0,10.0,7.92,0.1,0,0,0,IND
1319,Robusta,Asia,India,2015.0,08/17/17,Other,Green,Washed / Wet,7.67,7.75,7.58,7.83,7.83,8.0,10.0,10.0,7.92,0.09,0,0,0,IND
1320,Robusta,Africa,Uganda,2014.0,08/05/15,,Green,,7.67,7.83,7.83,7.83,7.92,7.75,10.0,10.0,7.75,0.12,0,0,6,UGA
1321,Robusta,Africa,Uganda,2014.0,06/26/15,,Green,,7.58,7.92,7.75,7.83,7.5,7.67,10.0,10.0,7.67,0.12,0,0,1,UGA
1322,Robusta,Asia,India,2015.0,08/23/17,Other,Green,Natural / Dry,7.67,7.83,7.75,7.5,7.75,7.58,10.0,10.0,7.75,0.11,0,0,0,IND
1323,Robusta,Asia,India,2014.0,05/19/15,,Green,,7.58,7.58,7.67,7.58,7.67,7.67,10.0,10.0,7.5,0.0,0,0,1,IND
1324,Robusta,Africa,Uganda,2013.0,07/14/15,,Green,,8.0,7.75,7.75,7.58,7.67,7.5,10.0,10.0,7.58,0.11,0,0,7,UGA
1325,Robusta,Africa,Uganda,2014.0,07/14/15,,Green,,8.0,7.67,7.75,7.5,7.67,7.58,10.0,10.0,7.58,0.12,0,0,2,UGA
1326,Robusta,Asia,India,2015.0,04/29/16,,Green,,7.75,7.75,7.67,7.67,7.58,7.58,10.0,10.0,7.58,0.0,0,0,0,IND
1327,Robusta,Asia,India,2013.0,06/03/14,,Blue-Green,Natural / Dry,7.5,7.5,7.25,7.83,7.67,7.83,10.0,10.0,7.83,0.13,0,0,0,IND
1328,Robusta,Africa,Uganda,2013.0,06/27/15,,Green,,7.33,7.58,7.5,7.75,7.75,7.67,10.0,10.0,7.75,0.12,0,0,1,UGA
1329,Robusta,Africa,Uganda,2013.0,06/27/15,,Green,,7.83,7.58,7.33,7.67,7.5,7.5,10.0,10.0,7.75,0.12,0,0,2,UGA
1330,Robusta,Africa,Uganda,2013.0,06/27/15,,Green,,7.75,7.42,7.33,7.58,7.67,7.58,10.0,10.0,7.67,0.12,0,0,1,UGA
1331,Robusta,Asia,India,2014.0,05/19/15,,Bluish-Green,,7.67,7.67,7.5,7.33,7.58,7.5,10.0,10.0,7.42,0.0,0,0,1,IND
1332,Robusta,Asia,India,2013.0,06/20/14,,Green,Natural / Dry,7.58,7.42,7.42,7.83,7.42,7.5,10.0,10.0,7.42,0.0,0,0,0,IND
1333,Robusta,North America,United States,2012.0,02/28/13,Arusha,Green,Natural / Dry,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10.0,7.58,0.0,0,0,0,USA
1334,Robusta,South America,Ecuador,2016.0,01/18/17,,Blue-Green,,7.75,7.58,7.33,7.58,5.08,7.83,10.0,10.0,7.75,0.0,0,0,1,ECU
1335,Robusta,South America,Ecuador,2016.0,01/18/17,,Blue-Green,,7.5,7.67,7.75,7.75,5.17,5.25,10.0,10.0,8.42,0.0,0,0,0,ECU
1336,Robusta,North America,United States,2014.0,12/23/15,,,Natural / Dry,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,0.0,0,0,6,USA
1337,Robusta,Asia,India,2013.0,08/25/15,,Green,Natural / Dry,7.42,6.83,6.75,7.17,7.25,7.0,9.33,9.33,7.08,0.1,0,20,1,IND
1338,Robusta,Asia,Vietnam,2013.0,08/25/15,,,Natural / Dry,6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,0.12,0,63,9,VNM
